day,cloud_cover_total,weather,summary,weather_id,precipitation_type,precipitation_total,temperature,wind_speed,air_defense,aircraft,artillery_systems,bbm,cruise_missiles,helicopters,rszv,ships,special_equipment,submarines,tanks,uavs,vehicles,personnel
2023-10-10,48.333333333333336,Sunny,Sunny,sunny,none,0.0,5.1375,2.983333333333333,1,0,7,3,0,0,0,0,2,0,6,17,12,450
2023-10-11,4.25,Sunny,Sunny,sunny,none,0.0,2.783333333333333,2.4541666666666666,1,1,18,91,0,0,1,0,4,0,34,19,20,820
2023-10-12,13.083333333333334,Sunny,Sunny,sunny,none,0.0,5.8125,3.5875,0,0,32,44,1,0,2,0,1,0,42,21,25,990
2023-10-13,80.25,Overcast,Overcast,overcast,none,0.0,10.308333333333334,2.5166666666666666,1,0,44,49,0,0,0,0,1,0,26,17,33,1030
2023-10-14,45.125,Sunny,Sunny,sunny,none,0.0,12.166666666666666,1.9291666666666665,1,1,26,24,0,0,0,0,4,0,9,1,22,970
2023-10-15,0.0,Sunny,Sunny,sunny,none,0.0,11.4,2.254166666666667,0,0,33,25,0,0,2,0,5,0,8,4,24,880
2023-10-16,58.625,Overcast,Overcast,overcast,none,0.1374999999999999,8.508333333333333,4.7,0,1,44,23,0,1,1,0,5,0,17,11,22,860
2023-10-17,57.66666666666666,Mostly cloudy,Mostly cloudy,mostly_cloudy,none,0.0,5.008333333333334,4.195833333333334,0,0,26,20,2,0,0,0,1,0,14,11,22,800
2023-10-18,1.2916666666666667,Sunny,Sunny,sunny,none,0.0,2.9875000000000003,1.7416666666666665,0,1,8,15,1,6,0,0,0,0,2,10,10,620
2023-10-19,75.79166666666667,Overcast,Overcast,overcast,none,0.0,7.25,3.529166666666667,1,1,39,17,0,1,4,0,3,0,11,17,34,630
2023-10-20,81.625,Overcast,Overcast,overcast,none,0.0,12.329166666666666,5.004166666666666,0,0,29,120,1,0,4,0,0,0,55,8,33,1380
2023-10-21,88.83333333333333,Overcast,Overcast,overcast,none,0.0,14.979166666666666,3.65,0,0,5,55,0,0,0,0,5,0,16,4,21,790
2023-10-22,82.79166666666667,Overcast,Overcast,overcast,none,0.0,9.5375,3.825,1,0,15,19,0,0,3,0,1,0,18,9,13,980
2023-10-23,66.875,Overcast,Overcast,overcast,none,0.0,14.758333333333333,3.5625,2,0,25,22,1,0,0,0,7,0,12,6,15,870
2023-10-24,74.29166666666667,Overcast,Overcast,overcast,none,0.0,11.308333333333332,3.6875,1,0,24,16,1,0,3,0,8,0,12,18,28,810
2023-10-25,97.5,Overcast,Overcast,overcast,none,0.3166666666666666,8.1,2.8625000000000003,2,0,44,28,1,0,5,0,1,0,7,9,27,800
2023-10-26,92.79166666666669,Overcast,Overcast,overcast,none,0.0583333333333333,11.5125,2.9250000000000003,2,0,30,18,0,0,1,0,3,0,29,17,33,810
2023-10-27,95.375,Overcast,Overcast,overcast,none,0.0,13.3,3.279166666666667,0,0,7,11,0,0,0,0,1,0,4,1,6,560
2023-10-28,40.875,Sunny,Sunny,sunny,none,0.1666666666666666,14.9875,6.220833333333334,2,0,18,23,3,0,0,0,0,0,22,9,11,740
2023-10-29,25.041666666666668,Sunny,Sunny,sunny,none,0.0,11.008333333333333,3.358333333333333,0,0,8,9,3,0,0,0,1,0,8,0,8,660
2023-10-30,61.375,Overcast,Overcast,overcast,none,0.0,10.5875,2.766666666666667,1,1,14,17,0,0,0,0,2,0,15,20,23,860
2023-10-31,11.041666666666666,Sunny,Sunny,sunny,none,0.0,12.554166666666667,2.629166666666667,3,0,25,29,2,0,10,0,2,0,21,21,35,870
2023-11-01,55.708333333333336,Sunny,Sunny,sunny,none,0.1291666666666666,12.975,3.4291666666666667,1,0,23,30,1,0,2,0,3,0,12,28,34,680
2023-11-02,98.25,Overcast,Overcast,overcast,none,0.0,9.833333333333334,2.8083333333333336,3,1,42,43,2,0,4,0,13,0,18,20,34,930
2023-11-03,82.875,Overcast,Overcast,overcast,none,0.1125,8.454166666666667,4.0,0,0,36,24,2,0,4,0,2,0,24,7,33,850
2023-11-04,94.04166666666669,Overcast,Overcast,overcast,none,0.0,11.983333333333334,5.1375,2,0,35,38,0,0,7,0,4,0,11,39,25,830
2023-11-05,64.83333333333333,Overcast,Overcast,overcast,none,0.0,12.704166666666666,4.65,2,0,12,14,3,0,6,0,9,0,8,0,14,990
2023-11-06,63.625,Overcast,Overcast,overcast,none,0.2625,12.133333333333333,4.029166666666667,0,0,14,5,2,0,0,0,0,0,4,20,14,880
2023-11-07,0.5416666666666666,Sunny,Sunny,sunny,none,0.0,9.208333333333334,3.5541666666666667,0,0,21,16,0,0,2,0,2,0,5,3,23,890
2023-11-08,77.29166666666667,Overcast,Overcast,overcast,none,0.2666666666666666,9.566666666666666,3.4625,2,0,29,22,0,0,3,0,5,0,8,10,47,780
2023-11-09,78.33333333333333,Overcast,Overcast,overcast,none,0.5375,8.554166666666667,4.916666666666667,5,0,36,18,1,0,3,0,5,0,15,26,39,1080
2023-11-10,78.5,Overcast,Overcast,overcast,none,0.0,4.5625,2.5541666666666667,1,0,14,3,1,0,2,0,1,0,1,2,23,800
2023-11-11,87.625,Overcast,Overcast,overcast,none,0.0124999999999999,5.7,5.05,1,0,38,24,1,0,2,0,9,0,25,25,49,1130
2023-11-12,66.04166666666667,Partly sunny,Partly sunny,partly_sunny,none,0.0791666666666666,11.1125,6.483333333333333,1,0,32,32,1,0,2,0,9,0,7,12,19,1100
2023-11-13,80.66666666666667,Overcast,Overcast,overcast,none,0.0,6.2250000000000005,3.15,0,0,10,6,1,0,0,0,1,0,5,2,5,800
2023-11-14,81.375,Overcast,Overcast,overcast,none,0.2583333333333333,5.9,3.1666666666666665,0,0,20,7,0,0,1,0,2,0,8,15,24,920
2023-11-15,93.625,Overcast,Overcast,overcast,none,0.0,7.274999999999999,2.766666666666667,2,1,58,18,1,0,2,0,2,0,15,26,47,820
2023-11-16,94.79166666666669,Overcast,Overcast,overcast,none,0.1791666666666666,6.95,2.4541666666666666,3,0,36,17,1,0,8,0,1,0,11,14,40,1330
2023-11-17,96.58333333333331,Overcast,Overcast,overcast,none,0.0,4.391666666666667,3.3791666666666664,0,0,29,11,0,0,3,0,2,0,27,20,17,1140
2023-11-18,99.79166666666669,Overcast,Overcast,overcast,none,0.0,2.558333333333333,4.433333333333334,1,0,14,9,0,0,1,0,4,0,7,17,14,620
2023-11-19,100.0,Overcast,Overcast,overcast,rain,0.4958333333333333,2.0375,6.3875,2,0,18,25,0,0,2,0,6,0,13,29,29,1190
2023-11-20,99.91666666666669,Overcast,Overcast,overcast,none,0.175,-0.2791666666666666,3.5041666666666664,0,0,4,2,0,0,1,0,1,0,4,9,7,640
2023-11-21,90.70833333333331,Overcast,Overcast,overcast,none,0.0,-4.133333333333334,4.325,0,0,4,6,1,0,0,0,1,0,0,7,7,610
2023-11-22,88.79166666666667,Overcast,Overcast,overcast,none,0.0,-4.5,2.1375,1,0,17,14,0,0,0,0,7,0,7,13,25,850
2023-11-23,91.41666666666669,Overcast,Overcast,overcast,none,0.0041666666666666,-4.295833333333333,4.4,2,0,33,36,0,0,3,0,2,0,20,15,39,1130
2023-11-24,92.25,Overcast,Overcast,overcast,none,0.0666666666666666,3.795833333333333,5.204166666666667,4,0,31,32,0,0,2,0,1,0,30,1,32,1100
2023-11-25,99.95833333333331,Overcast,Overcast,overcast,rain,0.4666666666666666,3.158333333333333,3.0125,1,0,18,7,1,0,1,0,4,0,6,8,29,860
2023-11-26,93.16666666666669,Overcast,Overcast,overcast,none,0.3708333333333333,8.758333333333333,6.145833333333333,1,0,23,16,0,0,2,0,1,0,11,93,29,1070
2023-11-27,90.0,Overcast,Overcast,overcast,none,0.0,-0.4125,7.5625,0,0,1,3,0,0,0,0,0,0,7,4,11,750
2023-11-28,46.91666666666666,Partly sunny,Partly sunny,partly_sunny,none,0.0,-0.6333333333333334,3.6666666666666665,0,0,1,3,0,0,0,0,0,0,3,0,3,860
2023-11-29,99.20833333333331,Overcast,Overcast,overcast,none,0.3625,3.9,6.033333333333334,3,0,32,27,2,0,3,0,8,0,15,39,46,1140
2023-11-30,72.58333333333333,Overcast,Overcast,overcast,none,0.0291666666666666,-0.2666666666666666,2.0416666666666665,0,0,1,28,0,0,0,0,3,0,13,10,13,1180
2023-12-01,99.91666666666669,Light rain,Light rain,light_rain,rain,0.3625,3.5041666666666664,4.145833333333333,2,0,22,32,0,0,2,0,13,0,13,22,38,1280
2023-12-02,100.0,Overcast,Overcast,overcast,none,0.0541666666666666,5.65,2.6375,0,0,10,13,1,0,1,0,1,0,7,18,11,1070
2023-12-03,96.45833333333331,Overcast,Overcast,overcast,none,0.0,9.079166666666667,4.425,0,0,8,11,1,0,0,0,2,0,4,1,22,930
2023-12-04,99.08333333333331,Overcast,Overcast,overcast,none,0.0,-0.875,3.6458333333333335,0,0,12,5,0,0,0,0,1,0,5,22,19,770
2023-12-05,84.5,Overcast,Overcast,overcast,none,0.0,-2.4833333333333334,1.7708333333333333,3,0,26,15,1,0,0,0,7,0,7,15,32,1030
2023-12-06,96.16666666666669,Overcast,Overcast,overcast,none,0.0,-2.5166666666666666,4.691666666666666,0,1,37,40,0,0,6,0,5,0,13,51,49,1270
2023-12-07,99.25,Overcast,Overcast,overcast,none,0.0,-1.8916666666666664,5.445833333333333,0,0,21,26,1,0,0,0,3,0,18,33,29,1120
2023-12-08,99.58333333333331,Overcast,Overcast,overcast,none,0.0791666666666666,-2.0416666666666665,5.858333333333333,0,0,12,26,0,0,0,0,3,0,8,20,30,990
2023-12-09,99.95833333333331,Overcast,Overcast,overcast,none,0.1291666666666666,-1.1625,4.795833333333333,0,0,1,11,14,0,0,0,0,0,6,0,7,900
2023-12-10,99.66666666666669,Overcast,Overcast,overcast,none,0.0,-2.8083333333333336,4.008333333333334,0,0,6,10,1,0,0,0,3,0,4,0,25,700
2023-12-11,100.0,Overcast,Overcast,overcast,none,0.0958333333333333,-1.9833333333333332,4.333333333333333,0,0,6,31,0,0,0,0,6,0,19,18,13,1030
2023-12-12,100.0,Overcast,Overcast,overcast,none,0.1374999999999999,-2.5625,5.129166666666666,0,0,3,19,10,0,0,0,2,0,9,9,14,800
2023-12-13,99.33333333333331,Overcast,Overcast,overcast,none,0.0458333333333333,-6.6125,3.9333333333333336,0,0,3,15,0,0,0,0,6,0,18,10,12,850
2023-12-14,99.95833333333331,Overcast,Overcast,overcast,none,0.0,-4.241666666666666,5.3125,0,0,12,22,10,0,1,0,9,0,10,33,13,1300
2023-12-15,99.91666666666669,Overcast,Overcast,overcast,none,0.2125,-2.129166666666667,4.645833333333333,0,0,11,38,2,0,0,0,4,0,14,20,24,1090
2023-12-16,94.83333333333331,Overcast,Overcast,overcast,none,0.0,-2.4791666666666665,2.370833333333333,0,0,1,13,1,0,0,0,1,0,14,12,11,930
2023-12-17,90.16666666666669,Overcast,Overcast,overcast,none,0.0,-1.0625,3.5,4,0,37,25,1,0,3,0,4,0,19,40,56,1250
2023-12-18,100.0,Overcast,Overcast,overcast,none,0.0375,1.925,3.358333333333333,1,0,38,60,0,0,3,0,4,0,44,12,56,1090
2023-12-19,99.875,Overcast,Overcast,overcast,none,0.0,2.3833333333333333,2.5791666666666666,1,0,15,19,1,0,0,0,2,0,15,9,20,1140
2023-12-20,92.41666666666669,Overcast,Overcast,overcast,none,0.0,4.845833333333333,4.8125,0,0,16,23,1,0,2,0,3,0,16,17,29,890
2023-12-21,97.625,Overcast,Overcast,overcast,none,0.0,6.0625,3.8708333333333336,0,0,20,31,1,0,4,0,5,0,14,26,48,1080
2023-12-22,99.70833333333331,Overcast,Overcast,overcast,none,0.1708333333333333,5.833333333333333,3.716666666666667,0,0,24,18,0,0,0,0,9,0,9,23,25,1080
2023-12-23,97.875,Overcast,Overcast,overcast,none,0.3333333333333333,1.8916666666666664,3.095833333333333,0,3,36,28,0,0,0,0,6,0,17,19,51,1040
2023-12-24,95.0,Overcast,Overcast,overcast,none,0.0666666666666666,-0.9875,4.733333333333333,0,0,28,17,1,0,0,0,6,0,4,20,27,800
2023-12-25,97.08333333333331,Overcast,Overcast,overcast,none,0.2291666666666666,0.0166666666666666,4.5625,2,2,33,31,2,0,2,0,5,0,19,32,53,760
2023-12-26,71.83333333333333,Partly sunny,Partly sunny,partly_sunny,none,0.025,4.833333333333333,5.291666666666667,1,0,19,37,2,0,0,0,5,0,22,22,34,1010
2023-12-27,67.875,Partly sunny,Partly sunny,partly_sunny,none,0.0083333333333333,5.120833333333334,5.4125000000000005,2,0,10,17,2,0,0,0,1,0,14,13,31,790
2023-12-28,62.458333333333336,Partly sunny,Partly sunny,partly_sunny,none,0.0,0.8708333333333332,4.804166666666666,1,0,15,42,0,0,1,0,7,0,27,32,40,920
2023-12-29,99.33333333333331,Overcast,Overcast,overcast,none,0.0,3.975,4.004166666666666,3,0,26,18,0,0,3,0,7,0,13,36,35,850
2023-12-30,71.75,Overcast,Overcast,overcast,none,0.0,4.5375000000000005,2.9250000000000003,1,0,17,20,88,0,1,0,6,0,16,15,29,750
2023-12-31,78.70833333333333,Overcast,Overcast,overcast,none,0.0,2.6416666666666666,4.2,2,0,30,17,1,0,4,0,8,0,8,37,48,960
2024-01-01,39.333333333333336,Partly sunny,Partly sunny,partly_sunny,none,0.0,1.6583333333333332,3.3833333333333333,2,0,18,17,0,0,0,0,9,0,6,66,38,780
2024-01-02,100.0,Overcast,Overcast,overcast,none,0.0208333333333333,5.179166666666666,4.4375,1,0,49,13,1,0,2,0,7,0,7,53,35,810
2024-01-03,99.375,Overcast,Overcast,overcast,none,0.0583333333333333,-1.4583333333333333,3.2875,3,0,15,7,73,0,0,0,14,0,0,38,26,680
2024-01-04,85.29166666666667,Overcast,Overcast,overcast,none,0.1041666666666666,3.3375,3.345833333333333,1,0,28,21,2,0,2,0,6,0,12,5,32,780
2024-01-05,99.33333333333331,Overcast,Overcast,overcast,none,0.1875,3.6791666666666663,2.983333333333333,1,0,30,14,1,0,2,0,9,0,9,18,40,790
2024-01-06,94.33333333333331,Overcast,Overcast,overcast,none,0.0,0.1708333333333333,3.5041666666666664,2,0,13,16,0,0,1,0,4,0,7,16,15,800
2024-01-07,99.83333333333331,Overcast,Overcast,overcast,none,0.2041666666666667,-0.3958333333333333,4.041666666666667,4,0,36,22,0,0,1,0,10,0,4,24,45,860
2024-01-08,99.95833333333331,Light snow,Light snow,light_snow,snow,0.425,-7.8,5.441666666666666,1,0,13,14,1,0,2,0,1,0,9,11,19,440
2024-01-09,75.0,Overcast,Overcast,overcast,none,0.0,-12.366666666666667,3.695833333333333,0,0,6,9,18,0,1,0,5,0,5,1,10,820
2024-01-10,95.29166666666669,Overcast,Overcast,overcast,none,0.0,-7.141666666666667,3.925,1,0,12,13,0,0,2,0,3,0,2,11,23,800
2024-01-11,99.75,Light snow,Light snow,light_snow,none,0.0666666666666666,-2.775,5.025,2,0,15,22,1,0,1,0,1,0,12,0,21,830
2024-01-12,75.83333333333333,Overcast,Overcast,overcast,none,0.0208333333333333,-10.433333333333334,4.3500000000000005,1,0,11,16,0,0,0,0,2,0,10,2,16,840
2024-01-13,61.708333333333336,Overcast,Overcast,overcast,none,0.0,-15.0625,2.3916666666666666,4,0,18,15,0,0,0,0,6,0,5,12,20,700
2024-01-14,83.0,Overcast,Overcast,overcast,none,0.15,-10.7375,4.016666666666667,2,0,19,33,8,0,0,0,8,0,10,13,35,840
2024-01-15,90.41666666666669,Overcast,Overcast,overcast,none,0.0208333333333333,-1.6833333333333331,3.9958333333333336,2,0,24,20,1,0,1,0,3,0,14,4,31,980
2024-01-16,90.16666666666669,Overcast,Overcast,overcast,none,0.4333333333333333,1.4083333333333332,5.929166666666667,3,2,30,36,1,0,3,0,9,0,24,12,33,1110
2024-01-17,34.916666666666664,Sunny,Sunny,sunny,none,0.0,-4.475,2.670833333333333,0,0,10,14,1,0,3,0,2,0,13,7,24,730
2024-01-18,97.45833333333331,Overcast,Overcast,overcast,none,0.0708333333333333,0.3833333333333333,5.020833333333333,0,0,24,38,1,0,2,0,13,0,21,41,39,780
2024-01-19,100.0,Overcast,Overcast,overcast,none,0.1708333333333333,5.733333333333333,5.004166666666666,1,0,19,35,0,0,0,0,4,0,20,4,37,920
2024-01-20,99.375,Overcast,Overcast,overcast,none,0.0916666666666666,0.6708333333333334,4.2250000000000005,0,0,14,10,0,0,1,0,5,0,4,5,17,750
2024-01-21,64.91666666666667,Overcast,Overcast,overcast,none,0.0,-4.283333333333333,2.0458333333333334,1,0,7,11,0,0,1,0,3,0,10,2,14,760
2024-01-22,93.70833333333331,Overcast,Overcast,overcast,none,0.0,-7.899999999999999,2.3625000000000003,2,0,21,23,1,0,0,0,5,0,11,25,29,830
2024-01-23,35.458333333333336,Sunny,Sunny,sunny,none,0.0,-8.154166666666667,2.8208333333333333,0,0,51,59,1,0,2,0,12,0,22,0,65,960
2024-01-24,61.54166666666666,Partly sunny,Partly sunny,partly_sunny,none,0.0,-7.708333333333333,2.645833333333333,2,0,61,31,22,0,1,0,7,0,13,37,49,840
2024-01-25,97.33333333333331,Light snow,Light snow,light_snow,snow,0.2083333333333333,-2.45,3.6166666666666663,1,0,59,42,2,0,1,0,4,0,30,35,39,950
2024-01-26,99.66666666666669,Overcast,Overcast,overcast,none,0.0583333333333333,0.6416666666666667,2.4291666666666667,0,0,15,16,1,0,0,0,5,0,8,0,20,990
2024-01-27,94.16666666666669,Overcast,Overcast,overcast,none,0.0,0.0833333333333333,1.8166666666666669,0,0,3,15,0,0,0,0,8,0,6,4,8,770
2024-01-28,98.29166666666669,Overcast,Overcast,overcast,none,0.0125,-0.6208333333333333,2.216666666666667,0,0,12,19,0,0,0,0,3,0,9,4,31,740
2024-01-29,40.16666666666666,Sunny,Sunny,sunny,none,0.0,-1.6708333333333334,2.8708333333333336,0,0,16,25,1,0,0,0,7,0,10,8,46,1070
2024-01-30,44.79166666666666,Partly sunny,Partly sunny,partly_sunny,none,0.0,-0.9541666666666668,2.6625,3,1,31,29,0,0,0,0,5,0,10,35,42,960
2024-01-31,49.375,Partly sunny,Partly sunny,partly_sunny,none,0.0,0.2416666666666667,2.1791666666666667,0,0,51,32,0,0,2,0,4,0,10,16,40,1090
2024-02-01,69.625,Partly sunny,Partly sunny,partly_sunny,none,0.0,1.1416666666666666,3.529166666666667,0,0,33,16,1,0,2,0,10,0,12,36,36,1000
2024-02-02,67.79166666666667,Overcast,Overcast,overcast,none,0.0,0.8083333333333332,4.095833333333333,0,0,46,19,0,0,2,0,8,0,9,10,49,830
2024-02-03,88.875,Overcast,Overcast,overcast,none,0.1416666666666666,-0.175,4.8500000000000005,0,0,26,13,0,0,1,0,3,0,10,15,36,880
2024-02-04,93.25,Overcast,Overcast,overcast,none,0.0375,2.670833333333333,4.575,0,0,31,13,1,0,0,0,6,0,2,12,41,810
2024-02-05,88.91666666666667,Overcast,Overcast,overcast,rain,0.3416666666666666,1.625,5.783333333333334,1,0,18,4,0,0,0,0,7,0,5,0,19,810
2024-02-06,80.04166666666667,Overcast,Overcast,overcast,none,0.0583333333333333,0.4708333333333334,4.745833333333334,1,0,18,35,0,0,0,0,10,0,17,0,41,1020
2024-02-07,63.75,Partly sunny,Partly sunny,partly_sunny,none,0.0,5.441666666666666,4.7875000000000005,0,0,20,22,1,0,1,0,1,0,7,4,33,890
2024-02-08,98.875,Overcast,Overcast,overcast,none,0.1791666666666666,3.5041666666666664,3.3708333333333336,1,0,24,20,31,1,0,0,8,0,11,14,27,910
2024-02-09,99.95833333333331,Overcast,Overcast,overcast,none,0.4291666666666666,0.0541666666666666,2.091666666666667,0,0,24,22,1,0,1,0,4,0,2,18,38,910
2024-02-10,100.0,Rain,Rain,rain,rain,0.5499999999999999,0.6291666666666667,2.8666666666666667,0,0,24,21,0,0,0,0,3,0,9,26,28,980
2024-02-11,100.0,Overcast,Overcast,overcast,none,0.0166666666666666,4.758333333333334,3.1,0,0,16,14,0,0,0,0,1,0,12,22,13,930
2024-02-12,98.66666666666669,Overcast,Overcast,overcast,none,0.0124999999999999,7.129166666666666,3.1041666666666665,0,0,6,21,1,0,0,0,1,0,10,45,7,790
2024-02-13,99.75,Overcast,Overcast,overcast,none,0.0,7.054166666666667,2.2041666666666666,1,0,19,27,0,0,0,0,4,0,8,30,24,1090
2024-02-14,96.875,Overcast,Overcast,overcast,none,0.0,6.804166666666667,3.583333333333333,4,0,66,39,0,0,3,0,5,0,9,39,39,1060
2024-02-15,92.375,Overcast,Overcast,overcast,none,0.0,-0.7000000000000001,5.145833333333333,0,0,54,47,0,0,0,0,1,0,9,33,29,950
2024-02-16,60.41666666666666,Partly sunny,Partly sunny,partly_sunny,none,0.0,-4.041666666666667,4.45,0,0,21,39,13,0,0,0,4,0,23,4,25,1210
2024-02-17,15.291666666666666,Sunny,Sunny,sunny,none,0.0,-3.6208333333333336,3.0416666666666665,0,0,28,16,1,0,0,0,5,0,11,5,18,1050
2024-02-18,89.70833333333333,Overcast,Overcast,overcast,none,0.0416666666666666,-2.2333333333333334,1.6,3,3,40,53,2,0,0,0,7,0,11,36,2,1080
2024-02-19,91.875,Overcast,Overcast,overcast,none,0.0041666666666666,-1.325,2.6791666666666667,0,1,24,34,0,0,2,0,5,0,11,11,31,1290
2024-02-20,94.95833333333331,Overcast,Overcast,overcast,none,0.0,-2.9875000000000003,2.375,1,2,40,36,4,0,2,0,6,0,5,61,38,1230
2024-02-21,85.91666666666667,Overcast,Overcast,overcast,none,0.0,-3.108333333333333,2.333333333333333,3,0,53,70,1,0,4,0,7,0,13,39,56,1130
2024-02-22,79.91666666666667,Overcast,Overcast,overcast,none,0.0,-2.0541666666666667,2.6416666666666666,2,1,41,35,0,0,5,0,8,0,7,36,63,1160
2024-02-23,56.375,Overcast,Overcast,overcast,none,0.0,-0.1125,3.5875,2,0,49,37,0,0,2,0,9,0,3,32,36,1000
2024-02-24,37.083333333333336,Sunny,Sunny,sunny,none,0.0,1.4416666666666669,5.095833333333333,2,1,36,15,2,0,0,0,1,0,8,31,28,770
2024-02-25,62.875,Overcast,Overcast,overcast,none,0.0,0.2833333333333333,5.670833333333333,0,0,29,16,2,0,0,0,2,0,8,22,23,810
2024-02-26,93.91666666666669,Overcast,Overcast,overcast,none,0.0,0.175,5.604166666666667,2,0,12,37,3,0,1,0,2,0,13,26,26,880
2024-02-27,6.166666666666667,Sunny,Sunny,sunny,none,0.0,1.2916666666666667,5.245833333333334,0,0,16,16,2,0,0,0,8,0,1,22,28,850
2024-02-28,0.7083333333333334,Sunny,Sunny,sunny,none,0.0,1.075,4.354166666666667,2,2,20,14,0,0,0,0,6,0,14,24,47,1060
2024-02-29,35.0,Sunny,Sunny,sunny,none,0.0,1.4916666666666665,3.1958333333333333,2,0,41,44,0,0,0,0,7,0,23,15,40,1150
2024-03-01,21.625,Sunny,Sunny,sunny,none,0.0,1.1291666666666669,2.770833333333333,1,3,36,30,0,0,0,0,10,0,17,26,54,920
2024-03-02,82.0,Overcast,Overcast,overcast,none,0.0,2.1708333333333334,5.091666666666667,5,1,47,29,3,0,3,0,6,0,14,35,61,960
2024-03-03,96.95833333333331,Overcast,Overcast,overcast,none,0.0,2.4083333333333337,5.8500000000000005,0,1,35,28,0,0,0,0,3,0,16,14,65,1160
2024-03-04,82.04166666666667,Overcast,Overcast,overcast,none,0.0,2.4833333333333334,4.154166666666667,2,0,22,21,1,0,1,0,1,0,8,2,42,1150
2024-03-05,78.66666666666667,Cloudy,Cloudy,cloudy,none,0.0,1.9708333333333328,2.6958333333333333,2,0,48,28,1,0,3,0,9,0,9,18,49,1070
2024-03-06,79.125,Mostly cloudy,Mostly cloudy,mostly_cloudy,none,0.0,0.2708333333333333,3.8333333333333335,1,0,50,40,1,0,1,0,12,0,21,58,56,1250
2024-03-07,25.25,Sunny,Sunny,sunny,none,0.0,-2.4,2.825,0,0,42,51,1,0,1,0,5,0,17,42,53,1160
2024-03-08,25.625,Sunny,Sunny,sunny,none,0.0,-3.145833333333333,1.5958333333333332,3,0,25,19,0,0,2,0,9,0,11,35,66,880
2024-03-09,45.54166666666666,Partly sunny,Partly sunny,partly_sunny,none,0.0,0.6583333333333333,2.379166666666667,3,0,53,25,0,0,1,0,10,0,6,43,85,850
2024-03-10,72.16666666666667,Partly sunny,Partly sunny,partly_sunny,none,0.0166666666666666,1.9416666666666669,2.0708333333333333,2,0,38,27,0,0,3,0,6,0,19,41,69,900
2024-03-11,51.25,Sunny,Sunny,sunny,none,0.0,-1.4125,2.5166666666666666,2,0,33,24,0,0,1,0,14,0,8,59,74,920
2024-03-12,52.29166666666666,Overcast,Overcast,overcast,none,0.0,-0.3666666666666667,2.5875,2,0,23,27,0,0,0,0,5,0,8,42,44,910
2024-03-13,98.0,Overcast,Overcast,overcast,none,0.0041666666666666,2.2666666666666666,5.979166666666667,2,0,32,20,0,0,1,0,8,0,5,22,62,980
2024-03-14,99.625,Overcast,Overcast,overcast,none,0.1416666666666666,2.3375,5.029166666666667,2,0,11,17,1,0,0,0,9,0,5,15,27,970
2024-03-15,99.66666666666669,Overcast,Overcast,overcast,none,0.0666666666666666,3.1375,3.2583333333333333,0,0,15,11,0,0,0,0,3,0,1,34,34,580
2024-03-16,92.375,Overcast,Overcast,overcast,none,0.0,4.754166666666666,1.4416666666666669,2,0,26,24,2,0,0,0,1,0,21,14,31,1160
2024-03-17,94.375,Overcast,Overcast,overcast,none,0.0083333333333333,5.6375,1.95,1,0,28,24,0,0,0,0,11,0,11,4,49,1160
2024-03-18,62.583333333333336,Partly sunny,Partly sunny,partly_sunny,none,0.0083333333333333,6.3625,2.2,0,0,34,17,0,0,0,0,8,0,19,36,68,810
2024-03-19,80.75,Overcast,Overcast,overcast,none,0.0,6.629166666666666,3.5041666666666664,1,0,30,35,0,0,0,0,4,0,10,10,50,840
2024-03-20,74.04166666666667,Mostly cloudy,Mostly cloudy,mostly_cloudy,none,0.0,4.8500000000000005,3.6833333333333336,0,0,16,9,0,0,0,0,3,0,9,37,7,700
2024-03-21,97.79166666666669,Overcast,Overcast,overcast,none,0.0,1.2791666666666666,2.8041666666666667,0,0,26,16,0,0,1,0,3,0,4,10,44,750
2024-03-22,82.125,Overcast,Overcast,overcast,none,0.0,0.5333333333333333,2.220833333333333,2,0,35,37,31,0,0,0,8,0,8,23,45,870
2024-03-23,91.125,Overcast,Overcast,overcast,none,0.0,1.4708333333333332,1.7166666666666668,0,0,36,19,39,0,0,0,19,0,12,75,57,1050
2024-03-24,16.291666666666668,Sunny,Sunny,sunny,none,0.0,5.1125,3.5875,0,0,44,28,0,0,0,0,10,0,24,47,63,990
2024-03-25,95.875,Overcast,Overcast,overcast,none,0.0,7.766666666666667,3.904166666666667,3,0,22,25,18,0,0,0,7,0,11,29,47,640
2024-03-26,48.625,Partly sunny,Partly sunny,partly_sunny,none,0.0375,7.0875,2.575,1,0,27,24,4,0,1,0,4,0,6,14,44,770
2024-03-27,34.583333333333336,Partly sunny,Partly sunny,partly_sunny,none,0.0,7.55,2.495833333333333,1,0,27,9,1,0,0,0,5,0,11,25,41,1030
2024-03-28,33.208333333333336,Sunny,Sunny,sunny,none,0.0,9.583333333333334,3.0541666666666667,1,0,32,21,2,0,2,0,6,0,10,22,56,780
2024-03-29,80.0,Overcast,Overcast,overcast,none,0.1791666666666666,11.65,4.570833333333334,6,0,28,27,5,0,2,0,7,0,8,56,50,820
2024-03-30,78.08333333333333,Overcast,Overcast,overcast,none,0.0,11.366666666666667,3.6875,1,0,15,20,24,0,0,0,7,0,29,45,25,730
2024-03-31,12.5,Sunny,Sunny,sunny,none,0.0,13.245833333333332,2.7541666666666664,7,0,44,20,2,0,0,0,9,0,15,30,47,650
