date,air_defense,aircraft,artillery_systems,bbm,cruise_missiles,helicopters,rszv,ships,special_equipment,submarines,tanks,uavs,vehicles,personnel
01.11.2022,0,1,2,16,45,4,0,0,0,0,12,2,15,650
02.11.2022,1,1,3,24,0,1,4,0,0,0,16,23,10,800
03.11.2022,0,0,22,27,0,0,3,0,1,0,20,4,9,730
04.11.2022,3,0,17,28,0,0,1,0,0,0,16,8,12,840
05.11.2022,1,0,4,21,2,2,0,0,0,0,8,12,10,600
06.11.2022,0,0,5,10,0,0,0,0,0,0,7,3,7,490
07.11.2022,0,0,1,19,0,0,0,0,2,0,6,7,8,530
08.11.2022,1,1,9,24,0,0,0,0,2,0,15,4,17,710
09.11.2022,2,0,11,12,0,0,2,0,0,0,15,7,11,780
10.11.2022,0,0,3,16,0,0,0,0,0,0,3,16,15,740
11.11.2022,0,0,12,14,0,1,0,0,0,0,10,6,17,710
12.11.2022,0,0,12,34,0,0,0,0,1,0,24,1,20,810
13.11.2022,1,0,8,12,0,0,0,0,0,0,2,1,16,650
14.11.2022,0,0,2,6,0,0,0,0,0,0,8,2,21,510
15.11.2022,2,0,11,25,0,0,0,0,0,0,13,2,35,710
16.11.2022,1,0,10,24,75,0,0,0,0,0,10,14,9,630
17.11.2022,0,0,0,7,0,0,0,0,0,0,7,6,2,400
18.11.2022,0,0,5,4,6,0,0,0,1,0,1,5,4,350
19.11.2022,0,0,2,7,0,0,0,0,0,0,6,0,2,420
20.11.2022,0,0,1,2,0,0,0,0,0,0,1,1,3,330
21.11.2022,0,0,2,5,0,0,0,0,0,0,6,0,7,390
22.11.2022,0,0,12,5,0,0,2,0,0,0,3,0,15,400
23.11.2022,0,0,5,5,0,0,0,0,0,0,2,0,3,410
24.11.2022,0,0,2,7,51,0,0,0,0,0,1,10,4,310
25.11.2022,0,0,6,5,0,0,0,0,2,0,1,6,4,430
26.11.2022,0,0,1,4,0,0,0,0,0,0,2,1,2,560
27.11.2022,0,0,1,8,0,0,0,0,0,0,4,1,6,600
28.11.2022,0,0,2,5,0,0,0,0,0,0,3,0,4,590
29.11.2022,0,2,2,5,0,0,0,0,0,0,3,0,7,480
30.11.2022,1,0,1,6,0,0,0,0,0,0,3,7,6,500
01.12.2022,0,0,2,5,0,0,0,0,0,0,1,0,12,560
02.12.2022,0,0,1,6,0,1,0,0,0,0,1,2,23,650
