date,air_defense,aircraft,artillery_systems,bbm,cruise_missiles,helicopters,rszv,ships,special_equipment,submarines,tanks,uavs,vehicles,personnel
30.12.2023,1.0,0,17.0,20.0,88.0,0,1.0,0.0,6.0,0.0,16.0,15.0,29.0,750
29.12.2023,3.0,0,26.0,18.0,0.0,0,3.0,0.0,7.0,0.0,13.0,36.0,35.0,850
28.12.2023,1.0,0,15.0,42.0,0.0,0,1.0,0.0,7.0,0.0,27.0,32.0,40.0,920
27.12.2023,2.0,0,10.0,17.0,2.0,0,0.0,0.0,1.0,0.0,14.0,13.0,31.0,790
26.12.2023,1.0,0,19.0,37.0,2.0,0,0.0,0.0,5.0,0.0,22.0,22.0,34.0,1010
25.12.2023,2.0,2,33.0,31.0,2.0,0,2.0,0.0,5.0,0.0,19.0,32.0,53.0,760
24.12.2023,0.0,0,28.0,17.0,1.0,0,0.0,0.0,6.0,0.0,4.0,20.0,27.0,800
23.12.2023,0.0,3,36.0,28.0,0.0,0,0.0,0.0,6.0,0.0,17.0,19.0,51.0,1040
22.12.2023,0.0,0,24.0,18.0,0.0,0,0.0,0.0,9.0,0.0,9.0,23.0,25.0,1080
21.12.2023,0.0,0,20.0,31.0,1.0,0,4.0,0.0,5.0,0.0,14.0,26.0,48.0,1080
20.12.2023,0.0,0,16.0,23.0,1.0,0,2.0,0.0,3.0,0.0,16.0,17.0,29.0,890
19.12.2023,1.0,0,15.0,19.0,1.0,0,0.0,0.0,2.0,0.0,15.0,9.0,20.0,1140
18.12.2023,1.0,0,38.0,60.0,0.0,0,3.0,0.0,4.0,0.0,44.0,12.0,56.0,1090
17.12.2023,4.0,0,37.0,25.0,1.0,0,3.0,0.0,4.0,0.0,19.0,40.0,56.0,1250
16.12.2023,0.0,0,1.0,13.0,1.0,0,0.0,0.0,1.0,0.0,14.0,12.0,11.0,930
15.12.2023,0.0,0,11.0,38.0,2.0,0,0.0,0.0,4.0,0.0,14.0,20.0,24.0,1090
14.12.2023,0.0,0,12.0,22.0,10.0,0,1.0,0.0,9.0,0.0,10.0,33.0,13.0,1300
13.12.2023,0.0,0,3.0,15.0,0.0,0,0.0,0.0,6.0,0.0,18.0,10.0,12.0,850
12.12.2023,0.0,0,3.0,19.0,10.0,0,0.0,0.0,2.0,0.0,9.0,9.0,14.0,800
11.12.2023,0.0,0,6.0,31.0,0.0,0,0.0,0.0,6.0,0.0,19.0,18.0,13.0,1030
10.12.2023,0.0,0,6.0,10.0,1.0,0,0.0,0.0,3.0,0.0,4.0,0.0,25.0,700
09.12.2023,0.0,0,1.0,11.0,14.0,0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,900
08.12.2023,0.0,0,12.0,26.0,0.0,0,0.0,0.0,3.0,0.0,8.0,20.0,30.0,990
07.12.2023,0.0,0,21.0,26.0,1.0,0,0.0,0.0,3.0,0.0,18.0,33.0,29.0,1120
06.12.2023,0.0,1,37.0,40.0,0.0,0,6.0,0.0,5.0,0.0,13.0,51.0,49.0,1270
05.12.2023,3.0,0,26.0,15.0,1.0,0,0.0,0.0,7.0,0.0,7.0,15.0,32.0,1030
04.12.2023,0.0,0,12.0,5.0,0.0,0,0.0,0.0,1.0,0.0,5.0,22.0,19.0,770
03.12.2023,0.0,0,8.0,11.0,1.0,0,0.0,0.0,2.0,0.0,4.0,1.0,22.0,930
02.12.2023,0.0,0,10.0,13.0,1.0,0,1.0,0.0,1.0,0.0,7.0,18.0,11.0,1070
01.12.2023,2.0,0,22.0,32.0,0.0,0,2.0,0.0,13.0,0.0,13.0,22.0,38.0,1280
30.11.2023,0.0,0,1.0,28.0,0.0,0,0.0,0.0,3.0,0.0,13.0,10.0,13.0,1180
29.11.2023,3.0,0,32.0,27.0,2.0,0,3.0,0.0,8.0,0.0,15.0,39.0,46.0,1140
28.11.2023,0.0,0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,860
27.11.2023,0.0,0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,7.0,4.0,11.0,750
26.11.2023,1.0,0,23.0,16.0,0.0,0,2.0,0.0,1.0,0.0,11.0,93.0,29.0,1070
25.11.2023,1.0,0,18.0,7.0,1.0,0,1.0,0.0,4.0,0.0,6.0,8.0,29.0,860
24.11.2023,4.0,0,31.0,32.0,0.0,0,2.0,0.0,1.0,0.0,30.0,1.0,32.0,1100
23.11.2023,2.0,0,33.0,36.0,0.0,0,3.0,0.0,2.0,0.0,20.0,15.0,39.0,1130
22.11.2023,1.0,0,17.0,14.0,0.0,0,0.0,0.0,7.0,0.0,7.0,13.0,25.0,850
21.11.2023,0.0,0,4.0,6.0,1.0,0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,610
20.11.2023,0.0,0,4.0,2.0,0.0,0,1.0,0.0,1.0,0.0,4.0,9.0,7.0,640
19.11.2023,2.0,0,18.0,25.0,0.0,0,2.0,0.0,6.0,0.0,13.0,29.0,29.0,1190
18.11.2023,1.0,0,14.0,9.0,0.0,0,1.0,0.0,4.0,0.0,7.0,17.0,14.0,620
17.11.2023,0.0,0,29.0,11.0,0.0,0,3.0,0.0,2.0,0.0,27.0,20.0,17.0,1140
16.11.2023,3.0,0,36.0,17.0,1.0,0,8.0,0.0,1.0,0.0,11.0,14.0,40.0,1330
15.11.2023,2.0,1,58.0,18.0,1.0,0,2.0,0.0,2.0,0.0,15.0,26.0,47.0,820
14.11.2023,0.0,0,20.0,7.0,0.0,0,1.0,0.0,2.0,0.0,8.0,15.0,24.0,920
13.11.2023,0.0,0,10.0,6.0,1.0,0,0.0,0.0,1.0,0.0,5.0,2.0,5.0,800
12.11.2023,1.0,0,32.0,32.0,1.0,0,2.0,0.0,9.0,0.0,7.0,12.0,19.0,1100
11.11.2023,1.0,0,38.0,24.0,1.0,0,2.0,0.0,9.0,0.0,25.0,25.0,49.0,1130
10.11.2023,1.0,0,14.0,3.0,1.0,0,2.0,0.0,1.0,0.0,1.0,2.0,23.0,800
09.11.2023,5.0,0,36.0,18.0,1.0,0,3.0,0.0,5.0,0.0,15.0,26.0,39.0,1080
08.11.2023,2.0,0,29.0,22.0,0.0,0,3.0,0.0,5.0,0.0,8.0,10.0,47.0,780
07.11.2023,0.0,0,21.0,16.0,0.0,0,2.0,0.0,2.0,0.0,5.0,3.0,23.0,890
06.11.2023,0.0,0,14.0,5.0,2.0,0,0.0,0.0,0.0,0.0,4.0,20.0,14.0,880
05.11.2023,2.0,0,12.0,14.0,3.0,0,6.0,0.0,9.0,0.0,8.0,0.0,14.0,990
04.11.2023,2.0,0,35.0,38.0,0.0,0,7.0,0.0,4.0,0.0,11.0,39.0,25.0,830
03.11.2023,0.0,0,36.0,24.0,2.0,0,4.0,0.0,2.0,0.0,24.0,7.0,33.0,850
02.11.2023,3.0,1,42.0,43.0,2.0,0,4.0,0.0,13.0,0.0,18.0,20.0,34.0,930
01.11.2023,1.0,0,23.0,30.0,1.0,0,2.0,0.0,3.0,0.0,12.0,28.0,34.0,680
31.10.2023,3.0,0,25.0,29.0,2.0,0,10.0,0.0,2.0,0.0,21.0,21.0,35.0,870
30.10.2023,1.0,1,14.0,17.0,0.0,0,0.0,0.0,2.0,0.0,15.0,20.0,23.0,860
29.10.2023,0.0,0,8.0,9.0,3.0,0,0.0,0.0,1.0,0.0,8.0,0.0,8.0,660
28.10.2023,2.0,0,18.0,23.0,3.0,0,0.0,0.0,0.0,0.0,22.0,9.0,11.0,740
27.10.2023,0.0,0,7.0,11.0,0.0,0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,560
26.10.2023,2.0,0,30.0,18.0,0.0,0,1.0,0.0,3.0,0.0,29.0,17.0,33.0,810
25.10.2023,2.0,0,44.0,28.0,1.0,0,5.0,0.0,1.0,0.0,7.0,9.0,27.0,800
24.10.2023,1.0,0,24.0,16.0,1.0,0,3.0,0.0,8.0,0.0,12.0,18.0,28.0,810
23.10.2023,2.0,0,25.0,22.0,1.0,0,0.0,0.0,7.0,0.0,12.0,6.0,15.0,870
22.10.2023,1.0,0,15.0,19.0,0.0,0,3.0,0.0,1.0,0.0,18.0,9.0,13.0,980
21.10.2023,0.0,0,5.0,55.0,0.0,0,0.0,0.0,5.0,0.0,16.0,4.0,21.0,790
20.10.2023,0.0,0,29.0,120.0,1.0,0,4.0,0.0,0.0,0.0,55.0,8.0,33.0,1380
19.10.2023,1.0,1,39.0,17.0,0.0,1,4.0,0.0,3.0,0.0,11.0,17.0,34.0,630
